Customer_ID,Age,Education,Years_Experience,Annual_Income_k$,Device_Type,Is_Premium,Avg_Session_Min,Total_Spend_USD,Satisfied
CUST_1326,47.3,Bachelor,22.9,96.07,Desktop,Yes,23.8,720.69,No
CUST_1327,42.9,Bachelor,20.4,96.34,Mobile,Yes,,795.15,Yes
CUST_1328,41.8,Bachelor,17.0,74.62,Mobile,No,17.7,634.83,Yes
CUST_1329,41.1,Bachelor,18.0,73.05,Tablet,No,13.9,40.36,Yes
CUST_1330,34.1,Bachelor,5.5,44.88,Mobile,No,6.8,267.76,Yes
CUST_1331,27.0,Bachelor,5.7,48.36,Desktop,No,26.4,492.36,No
CUST_1332,36.7,High School,14.7,93.85,Desktop,Yes,19.8,965.95,Yes
CUST_1333,28.8,Bachelor,3.9,69.96,Desktop,No,40.7,995.23,No
CUST_1334,44.1,High School,24.4,59.71,Tablet,No,14.0,451.48,No
CUST_1335,33.8,High School,15.1,43.31,Mobile,No,17.8,712.68,Yes
CUST_1336,26.3,Bachelor,0.0,53.78,Mobile,No,13.5,87.15,Yes
CUST_1337,30.6,Bachelor,5.9,65.19,Mobile,No,5.1,320.21,Yes
CUST_1338,40.4,Bachelor,15.7,82.85,Mobile,Yes,,826.13,Yes
CUST_1339,28.3,  Bachelor ,3.0,50.34,Mobile,No,17.5,101.42,No
CUST_1340,28.1,  Bachelor ,9.0,62.69,Mobile,No,10.7,580.93,No
CUST_1341,37.3,Master,14.6,92.21,Desktop,Yes,36.4,1727.34,No
CUST_1342,36.5,Bachelor,,73.51,Tablet,Yes,25.2,912.79,No
CUST_1343,30.1,Bachelor,1.1,23.35,Mobile,No,18.4,403.33,No
CUST_1344,31.4,High School,11.6,50.12,Mobile,No,8.8,284.53,Yes
CUST_1345,38.0,Bachelor,11.7,58.84,Tablet,Yes,10.4,492.36,Yes
CUST_1346,21.4,Bachelor,0.0,50.1,Mobile,Yes,7.7,144.92,No
CUST_1347,21.4,Bachelor,0.4,84.54,Mobile,No,13.4,303.97,No
CUST_1348,28.4,Bachelor,11.2,72.57,Mobile,No,15.8,101.69,Yes
CUST_1349,33.9,Bachelor,7.3,57.38,Desktop,No,12.8,769.04,Yes
CUST_1350,37.4,  Bachelor ,4.8,67.7,Mobile,Yes,11.9,700.82,Yes
CUST_1351,49.7,Master,28.3,118.73,Tablet,Yes,19.1,998.25,Yes
CUST_1352,42.7,master,27.0,115.64,Mobile,Yes,10.1,1181.34,Yes
CUST_1353,34.9,  Master ,17.2,100.24,Mobile,No,21.0,373.81,Yes
CUST_1354,36.1,PhD,14.8,131.32,mobile,Yes,15.0,917.49,No
CUST_1355,23.6,High School,0.0,18.43,Mobile,Yes,21.2,662.3,No
CUST_1356,35.4,High School,16.2,66.84,Desktop,Yes,26.5,1157.94,Yes
CUST_1357,33.4,High School,8.0,35.28,Desktop,No,34.6,638.85,No
CUST_1358,37.3,Bachelor,17.0,85.27,Desktop,No,39.4,858.23,No
CUST_1359,26.9,Master,6.7,63.04,Desktop,Yes,37.2,1031.0,No
CUST_1360,41.4,high school,23.1,68.57,Tablet,No,10.4,465.78,No
CUST_1361,48.9,PhD,36.6,142.34,Desktop,Yes,26.2,1360.59,No
CUST_1362,34.5,High School,13.9,68.73,Desktop,Yes,25.6,641.39,No
CUST_1363,38.4,PhD,14.6,117.3,Mobile,No,15.4,693.65,Yes
CUST_1364,43.2,Bachelor,21.1,71.03,Mobile,Yes,,535.84,No
CUST_1365,32.4,  High School ,4.2,40.22,Mobile,No,6.1,210.71,Yes
CUST_1366,38.6,Bachelor,14.2,65.05,Desktop,Yes,28.5,796.21,No
CUST_1367,35.0,Bachelor,11.6,,Mobile,No,0.5,814.4,Yes
CUST_1368,37.1,Bachelor,13.3,69.34,Mobile,Yes,22.1,849.8,Yes
CUST_1369,28.3,Bachelor,6.8,56.54,Desktop,Yes,24.4,477.42,Yes
CUST_1370,34.7,Master,9.8,108.76,Desktop,Yes,28.4,1106.33,No
CUST_1371,41.0,Bachelor,22.9,94.42,Tablet,Yes,15.8,1040.48,Yes
CUST_1372,48.1,Bachelor,26.1,78.45,Mobile,Yes,20.0,1297.27,Yes
CUST_1373,44.9,Bachelor,22.9,82.44,Desktop,No,8.1,258.78,No
CUST_1374,55.7,Master,32.6,132.94,Mobile,Yes,11.9,686.07,Yes
CUST_1375,26.2,Bachelor,4.7,81.52,Mobile,No,11.3,644.11,Yes
CUST_1376,42.5,Bachelor,,71.09,Mobile,No,8.8,20.0,No
CUST_1377,37.4,High School,12.4,31.76,Mobile,No,24.1,265.4,No
CUST_1378,56.4,High School,32.1,112.23,Mobile,Yes,5.8,823.72,Yes
CUST_1379,27.6,Bachelor,4.5,60.78,Desktop,Yes,33.4,938.11,Yes
CUST_1380,25.3,High School,0.0,21.58,Mobile,No,14.5,396.88,Yes
CUST_1381,28.5,Bachelor,3.6,60.9,Desktop,Yes,36.8,825.96,Yes
CUST_1382,18.0,Master,0.0,30.37,Mobile,No,7.3,99.41,No
CUST_1383,30.6,High School,11.7,53.1,Mobile,Yes,,599.83,Yes
CUST_1384,26.9,Bachelor,5.8,62.37,Mobile,No,19.7,485.79,No
CUST_1385,36.9,Bachelor,15.6,87.17,Mobile,No,15.0,537.57,No
CUST_1386,39.6,PhD,20.6,104.91,Desktop,Yes,17.2,1093.15,Yes
CUST_1387,54.1,Bachelor,31.6,105.91,Mobile,Yes,8.2,1092.63,Yes
CUST_1388,43.7,  Master ,23.1,92.47,Mobile,Yes,14.7,985.3,Yes
CUST_1389,27.8,Bachelor,5.4,60.78,Mobile,No,,532.92,No
CUST_1390,27.1,High School,6.0,32.06,Mobile,No,7.2,20.0,No
CUST_1391,38.5,Bachelor,14.5,69.2,Tablet,Yes,0.5,612.47,Yes
CUST_1392,22.9,PhD,0.0,68.05,Mobile,Yes,15.7,896.73,Yes
CUST_1393,53.4,Bachelor,30.9,111.43,Desktop,Yes,19.5,1230.26,Yes
CUST_1394,48.1,Master,31.1,128.28,Desktop,Yes,13.9,904.9,Yes
CUST_1395,31.2,Master,12.4,81.5,Tablet,No,0.5,145.44,Yes
CUST_1396,19.4,High School,0.8,33.9,Desktop,No,33.7,353.96,No
CUST_1397,48.1,High School,30.4,69.34,Desktop,Yes,28.9,1075.48,No
CUST_1398,34.7,Bachelor,13.0,67.8,Desktop,Yes,26.4,1162.54,No
CUST_1399,47.1,Bachelor,25.8,93.84,Desktop,Yes,37.7,1068.51,Yes
CUST_1400,19.0,Master,0.0,,Mobile,Yes,16.5,1140.9,Yes
CUST_1401,29.4,PhD,6.3,78.0,Mobile,Yes,23.3,947.16,Yes
CUST_1402,36.2,  Bachelor ,16.4,95.09,Mobile,Yes,2.3,721.13,Yes
CUST_1403,36.9,High School,,78.34,Desktop,Yes,27.8,919.14,No
CUST_1404,31.3,Master,8.8,81.21,Desktop,Yes,16.7,1039.79,Yes
CUST_1405,41.0,Bachelor,17.4,,Mobile,Yes,10.4,959.42,Yes
CUST_1406,24.1,  Master ,2.1,70.25,Desktop,No,26.3,1133.48,Yes
CUST_1407,34.3,Bachelor,14.4,78.59,Mobile,Yes,16.4,623.37,Yes
CUST_1408,35.4,Bachelor,8.3,62.3,Mobile,Yes,12.3,838.79,No
CUST_1409,39.0,High School,9.0,62.88,Tablet,No,22.4,350.83,No
CUST_1410,41.7,Bachelor,17.8,93.2,Mobile,Yes,16.9,700.07,No
CUST_1411,23.1,Bachelor,0.0,40.49,Mobile,Yes,27.1,790.79,No
CUST_1412,19.0,Bachelor,0.0,32.17,Desktop,Yes,25.8,780.66,Yes
CUST_1413,47.0,High School,24.5,73.66,Desktop,No,21.4,1251.71,Yes
CUST_1414,36.9,Master,13.3,76.34,Mobile,Yes,13.7,746.85,No
CUST_1415,26.1,Master,9.2,77.8,Desktop,Yes,22.4,621.96,No
CUST_1416,52.0,High School,31.1,102.83,Mobile,Yes,22.4,1103.4,No
CUST_1417,35.9,High School,15.0,53.51,Mobile,Yes,10.0,123.72,Yes
CUST_1418,46.4,High School,26.6,79.37,Mobile,Yes,8.0,716.52,Yes
CUST_1419,36.2,Bachelor,10.2,67.06,Desktop,Yes,24.7,884.19,Yes
CUST_1420,54.8,Bachelor,36.4,123.7,Mobile,Yes,17.0,1286.95,Yes
CUST_1421,53.9,Bachelor,31.6,77.92,Tablet,No,16.9,732.5,No
CUST_1422,33.4,high school,13.7,49.38,Desktop,Yes,23.5,660.77,No
CUST_1423,43.5,  Bachelor ,17.7,,Tablet,Yes,29.7,977.49,No
CUST_1424,41.2,Bachelor,13.8,87.24,Mobile,No,6.0,213.94,Yes
CUST_1425,49.8,Bachelor,30.7,97.36,Tablet,Yes,18.2,673.11,No
CUST_1426,26.7,PhD,,68.28,Mobile,Yes,16.6,866.22,Yes
CUST_1427,41.8,High School,16.6,69.32,Mobile,No,0.6,20.0,No
CUST_1428,45.9,Bachelor,20.9,78.0,Mobile,Yes,15.4,717.84,Yes
CUST_1429,18.0,Bachelor,0.0,33.72,Mobile,No,4.6,20.0,No
CUST_1430,24.6,Bachelor,0.0,40.51,Desktop,No,33.8,661.41,No
CUST_1431,18.0,Master,1.7,62.85,Mobile,Yes,5.3,1078.15,Yes
CUST_1432,33.6,Bachelor,8.4,55.86,Mobile,No,16.8,58.88,Yes
CUST_1433,42.6,PhD,22.8,94.57,Desktop,Yes,35.7,686.99,No
CUST_1434,50.3,High School,27.1,91.54,Mobile,Yes,18.0,890.63,Yes
CUST_1435,35.8,High School,15.9,75.92,Desktop,No,29.8,637.95,Yes
CUST_1436,50.5,Master,26.6,117.7,Mobile,Yes,10.4,1029.08,Yes
CUST_1437,20.2,Bachelor,0.0,34.35,Desktop,No,24.0,271.17,Yes
CUST_1438,18.0,Bachelor,0.0,45.58,Desktop,Yes,38.3,898.25,No
CUST_1439,33.5,High School,8.0,46.32,Mobile,No,7.1,318.94,No
CUST_1440,39.7,High School,20.3,75.73,Mobile,Yes,4.7,942.0,No
CUST_1441,34.2,Master,10.4,88.74,Mobile,Yes,16.7,402.87,No
CUST_1442,18.0,High School,0.0,23.19,Desktop,No,22.4,232.32,No
CUST_1443,35.5,Bachelor,10.0,66.98,Mobile,Yes,5.3,700.46,Yes
CUST_1444,23.1,High School,0.0,37.49,Mobile,Yes,1.9,249.94,Yes
CUST_1445,43.0,Bachelor,20.3,102.01,Mobile,Yes,8.6,1297.86,Yes
CUST_1446,40.2,High School,26.6,,mobile,No,11.4,317.05,No
CUST_1447,24.6,Bachelor,5.3,67.01,Mobile,Yes,13.7,737.63,No
CUST_1448,29.6,High School,7.5,46.51,Desktop,No,34.7,698.06,No
CUST_1449,25.2,Master,2.3,83.07,Mobile,Yes,,702.71,No
CUST_1450,35.0,High School,13.1,60.5,Mobile,Yes,10.7,220.21,Yes
CUST_1451,43.5,Bachelor,23.4,79.79,Desktop,No,26.6,507.65,No
CUST_1452,26.1,Master,0.0,78.84,Desktop,No,31.6,927.43,No
CUST_1453,39.2,Bachelor,21.1,94.35,Mobile,Yes,20.9,887.25,Yes
CUST_1454,28.9,Bachelor,9.4,59.6,Mobile,No,12.9,142.57,Yes
CUST_1455,27.2,Bachelor,7.7,56.11,Mobile,No,8.7,519.6,No
CUST_1456,34.2,Bachelor,13.7,76.22,Tablet,Yes,11.0,677.2,Yes
CUST_1457,24.9,Bachelor,3.0,58.96,Mobile,No,1.9,91.75,No
CUST_1458,28.2,PhD,8.6,97.85,Tablet,Yes,22.7,1049.12,Yes
CUST_1459,24.2,Bachelor,4.3,59.48,Desktop,Yes,32.0,1125.52,Yes
CUST_1460,53.9,Bachelor,30.7,123.66,Mobile,Yes,16.0,1671.5,Yes
CUST_1461,34.2,Master,10.2,,Mobile,No,11.1,704.7,Yes
CUST_1462,29.2,Bachelor,7.6,63.97,Mobile,Yes,21.8,1120.92,Yes
CUST_1463,38.5,High School,21.9,82.72,Mobile,Yes,8.6,637.07,Yes
CUST_1464,35.0,Bachelor,8.7,51.27,Mobile,No,18.7,130.64,No
CUST_1465,33.7,PhD,6.6,96.66,Desktop,Yes,27.7,1080.96,Yes
CUST_1466,41.6,High School,20.2,90.07,Tablet,Yes,13.7,889.35,No
CUST_1467,42.7,Bachelor,20.9,83.0,Desktop,Yes,32.1,777.35,No
CUST_1468,28.5,High School,7.1,34.61,Desktop,No,30.9,422.7,Yes
CUST_1469,29.0,Bachelor,7.9,54.39,Mobile,No,14.5,450.04,No
CUST_1470,31.9,High School,9.1,35.3,Mobile,Yes,12.6,689.61,Yes
CUST_1471,18.0,Bachelor,1.2,40.74,Mobile,No,11.7,385.77,Yes
CUST_1472,20.5,Master,0.0,57.55,Desktop,Yes,44.7,1149.32,No
CUST_1473,48.7,bachelor,23.8,73.97,Tablet,Yes,26.3,805.73,No
CUST_1474,50.2,Bachelor,27.8,98.23,Desktop,Yes,33.1,1010.12,No
CUST_1475,31.7,Master,3.9,79.85,Mobile,Yes,12.8,499.77,Yes
CUST_1476,41.3,PhD,18.7,102.77,Mobile,Yes,,1441.41,Yes
CUST_1477,36.8,High School,20.6,87.31,Desktop,No,31.6,716.39,No
CUST_1478,66.8,Bachelor,44.9,134.95,Mobile,Yes,12.2,1041.12,Yes
CUST_1479,46.2,High School,25.0,89.37,Desktop,No,25.9,423.11,No
CUST_1480,33.7,PhD,7.3,85.25,Desktop,Yes,27.4,1735.96,Yes
CUST_1481,25.7,PhD,1.5,92.95,Desktop,Yes,5.8,514.54,Yes
CUST_1482,19.9,Bachelor,0.0,34.9,Mobile,No,,151.59,No
CUST_1483,36.6,Master,13.5,,Mobile,Yes,8.6,941.85,Yes
CUST_1484,28.0,Bachelor,10.5,68.96,Mobile,Yes,23.1,1020.02,Yes
CUST_1485,21.0,Bachelor,1.0,56.44,Mobile,No,12.1,569.92,Yes
CUST_1486,27.8,High School,1.9,21.31,Mobile,No,3.7,546.04,Yes
CUST_1487,25.3,Master,4.2,58.82,Desktop,No,27.7,654.8,Yes
CUST_1488,52.8,High School,32.5,97.67,Desktop,Yes,20.7,722.78,Yes
CUST_1489,44.3,Master,26.3,97.96,Mobile,Yes,15.3,859.31,Yes
CUST_1490,36.0,Master,19.5,102.66,Mobile,Yes,,1010.37,Yes
CUST_1491,50.9,Master,25.3,91.13,Mobile,Yes,18.7,1445.15,Yes
CUST_1492,36.4,High School,11.6,63.06,Mobile,No,6.5,20.0,No
CUST_1493,27.4,Bachelor,1.0,35.01,Desktop,No,28.2,736.26,No
CUST_1494,50.8,Bachelor,28.0,105.03,Mobile,Yes,2.4,852.19,Yes
CUST_1495,40.9,Bachelor,20.5,92.41,Mobile,Yes,16.9,1122.68,Yes
CUST_1496,25.0,High School,6.5,35.34,Mobile,No,15.6,260.16,No
CUST_1497,33.9,PhD,11.6,107.86,Desktop,Yes,31.5,961.46,No
CUST_1498,25.2,Bachelor,2.1,54.91,Desktop,No,28.0,702.21,Yes
CUST_1499,22.3,Bachelor,0.8,42.97,Mobile,Yes,14.9,820.6,Yes
