Customer_ID,Age,Education,Years_Experience,Annual_Income_k$,Device_Type,Is_Premium,Avg_Session_Min,Total_Spend_USD,Satisfied
CUST_1360,40,PhD,21.3,125.44,Mobile,1,1.1,865.04,1
CUST_1361,50,High School,33.4,88.75,Mobile,0,18.0,705.06,1
CUST_1362,33,Bachelor,9.6,44.45,Desktop,1,32.8,829.03,1
CUST_1363,39,Bachelor,16.9,80.01,Desktop,1,28.3,991.38,1
CUST_1364,41,PhD,20.1,,Mobile,1,13.1,1146.54,1
CUST_1365,30,PhD,8.2,97.99,Desktop,1,,1285.5,0
CUST_1366,37,PhD,16.1,118.87,Mobile,1,13.1,935.15,1
CUST_1367,35,Bachelor,11.2,59.59,Mobile,1,16.5,1005.43,0
CUST_1368,35,Master,13.3,91.38,Desktop,0,26.5,858.81,1
CUST_1369,27,Master,2.2,75.5,Desktop,1,34.6,1033.85,1
CUST_1370,35,Bachelor,12.8,56.81,Desktop,1,29.6,761.44,0
CUST_1371,39,Master,15.2,91.92,Mobile,1,13.0,942.11,1
CUST_1372,49,High School,31.2,84.13,Desktop,0,21.6,609.83,1
CUST_1373,44,Bachelor,24.5,91.45,Desktop,1,29.4,1175.15,1
CUST_1374,56,High School,38.1,103.36,Desktop,1,23.8,1100.38,0
CUST_1375,27,High School,11.5,48.8,Desktop,0,24.8,248.7,0
CUST_1376,43,High School,24.1,69.97,Desktop,0,23.9,576.13,0
CUST_1377,36,Bachelor,13.4,72.39,Desktop,1,22.7,935.77,1
CUST_1378,56,Bachelor,36.4,104.82,Desktop,0,38.6,1085.51,1
CUST_1379,26,Master,4.3,61.05,Tablet,0,24.7,497.62,0
CUST_1380,26,High School,7.1,50.21,Desktop,0,37.6,961.18,0
CUST_1381,29,Bachelor,7.8,52.85,Mobile,0,5.9,53.57,0
CUST_1382,18,Bachelor,0.0,53.33,Desktop,0,28.4,809.07,1
CUST_1383,29,Master,6.4,77.22,Mobile,1,5.5,765.18,1
CUST_1384,27,Bachelor,5.3,43.73,Mobile,0,8.5,462.2,0
CUST_1385,36,Bachelor,13.7,67.24,Desktop,1,23.4,977.4,1
CUST_1386,38,Master,17.4,102.87,Tablet,1,24.2,1327.9,0
CUST_1387,53,Bachelor,32.9,99.37,Tablet,1,16.0,981.44,1
CUST_1388,44,High School,26.1,75.26,Mobile,0,17.3,415.99,1
CUST_1389,29,High School,8.8,51.54,Mobile,1,15.0,1006.94,0
CUST_1390,26,Master,0.3,68.81,Mobile,1,23.5,957.04,1
CUST_1391,39,High School,19.9,65.81,Tablet,1,10.6,838.35,0
CUST_1392,21,Master,0.0,57.22,Tablet,0,24.3,765.52,1
CUST_1393,53,Bachelor,26.7,107.44,Desktop,1,33.7,1141.34,0
CUST_1394,46,PhD,24.8,138.55,Desktop,1,23.1,1439.19,1
CUST_1395,30,Master,13.0,93.23,Desktop,1,33.0,1122.26,1
CUST_1396,18,PhD,0.0,80.68,Desktop,1,29.7,1086.65,1
CUST_1397,48,Bachelor,27.7,91.39,Mobile,1,10.9,946.7,1
CUST_1398,33,Master,11.2,75.52,Mobile,1,7.9,594.22,1
CUST_1399,47,Bachelor,24.8,96.82,Desktop,1,24.4,1009.81,1
CUST_1400,19,Bachelor,0.0,51.35,Desktop,1,38.2,1274.11,1
CUST_1401,29,Bachelor,6.4,70.73,Mobile,1,12.0,978.15,1
CUST_1402,35,Master,13.5,91.5,Tablet,1,21.9,1059.04,0
CUST_1403,35,PhD,13.6,92.46,Mobile,0,8.0,593.15,1
CUST_1404,30,Master,6.7,82.48,Mobile,0,8.1,462.21,1
CUST_1405,41,Bachelor,21.0,77.82,Desktop,1,33.4,1340.09,0
CUST_1406,24,Bachelor,1.7,47.99,Desktop,0,21.3,474.36,0
CUST_1407,33,Master,9.5,81.1,Desktop,1,25.9,1097.76,1
CUST_1408,36,High School,15.3,75.51,Mobile,1,12.2,1042.71,1
CUST_1409,40,High School,19.6,92.16,Mobile,1,12.6,843.7,0
CUST_1410,42,Bachelor,20.1,89.03,Desktop,1,27.1,1351.76,0
CUST_1411,23,Bachelor,1.0,48.33,Desktop,0,30.0,380.67,0
CUST_1412,19,Bachelor,0.0,52.28,Mobile,0,15.5,697.49,1
CUST_1413,47,High School,30.3,93.64,Desktop,1,31.7,1141.41,1
CUST_1414,38,High School,19.3,64.17,Mobile,0,7.1,369.08,1
CUST_1415,27,High School,9.2,62.92,Desktop,0,26.6,350.21,0
CUST_1416,50,PhD,30.8,137.28,Desktop,1,34.0,1404.76,1
CUST_1417,36,Bachelor,15.1,79.16,Mobile,1,,784.49,1
CUST_1418,46,Bachelor,24.0,96.53,Mobile,0,5.1,452.34,1
CUST_1419,35,Bachelor,10.4,70.09,Desktop,1,29.8,1035.16,1
CUST_1420,55,High School,33.8,99.55,Desktop,1,18.1,1209.38,0
CUST_1421,52,PhD,29.4,127.98,Desktop,1,28.2,1378.95,1
CUST_1422,32,Master,8.8,73.37,Desktop,1,37.5,1210.11,0
CUST_1423,44,High School,24.5,67.3,Desktop,0,23.3,450.19,1
CUST_1424,41,Bachelor,19.1,85.9,Tablet,1,13.8,810.06,1
CUST_1425,48,Master,27.1,117.01,Mobile,1,15.8,1405.08,1
CUST_1426,25,PhD,2.9,88.88,Mobile,1,4.3,733.28,1
CUST_1427,41,Bachelor,20.0,97.4,Mobile,1,8.8,1190.97,1
CUST_1428,45,Bachelor,23.1,89.54,Mobile,1,15.0,938.93,0
CUST_1429,18,High School,0.7,38.61,Desktop,0,24.8,508.9,1
CUST_1430,23,PhD,0.0,71.27,Mobile,1,10.8,993.97,1
CUST_1431,18,High School,2.1,32.68,Tablet,0,21.7,639.77,1
CUST_1432,32,PhD,7.6,99.24,Desktop,1,30.1,1191.42,1
CUST_1433,42,Bachelor,21.2,,Desktop,0,29.3,756.63,1
CUST_1434,50,Bachelor,31.1,101.63,Mobile,1,,975.01,1
CUST_1435,35,Bachelor,15.4,75.15,Mobile,1,13.9,940.14,1
CUST_1436,51,High School,34.4,81.78,Mobile,1,11.4,1026.1,1
CUST_1437,21,High School,3.4,35.26,Mobile,0,14.3,370.39,0
CUST_1438,18,High School,0.0,39.12,Mobile,0,9.5,419.77,1
CUST_1439,34,High School,16.5,66.3,Desktop,1,27.1,1251.17,1
CUST_1440,38,Master,14.8,92.65,Desktop,1,23.1,1146.08,0
CUST_1441,34,Bachelor,11.4,68.92,Desktop,1,27.8,1072.93,0
CUST_1442,18,High School,0.0,32.06,Desktop,0,23.9,245.29,1
CUST_1443,34,PhD,12.3,96.86,Mobile,1,6.4,516.24,1
CUST_1444,21,Master,0.0,67.59,Desktop,1,29.3,1096.14,0
CUST_1445,41,PhD,19.0,117.57,Desktop,1,29.1,1283.85,0
CUST_1446,38,PhD,16.9,114.36,Mobile,1,15.9,1044.16,1
CUST_1447,25,High School,7.1,40.57,Desktop,0,25.8,564.75,0
CUST_1448,29,Bachelor,8.9,46.79,Mobile,0,14.0,402.75,0
CUST_1449,24,Master,0.0,70.78,Desktop,0,30.8,890.23,1
CUST_1450,34,Bachelor,6.9,56.59,Tablet,1,20.2,891.22,1
CUST_1451,44,High School,24.7,69.56,Mobile,1,7.9,678.39,1
CUST_1452,25,Master,0.3,68.09,Desktop,1,28.7,1181.57,1
CUST_1453,40,High School,22.6,69.54,Desktop,1,29.8,1020.56,0
CUST_1454,29,High School,10.0,58.48,Tablet,0,18.0,589.32,1
CUST_1455,27,Bachelor,1.4,55.46,Mobile,0,1.6,228.5,1
CUST_1456,33,Bachelor,12.1,75.25,Desktop,0,28.8,621.26,1
CUST_1457,24,Bachelor,3.5,43.37,Mobile,0,23.1,519.63,0
CUST_1458,29,High School,12.5,64.2,Mobile,0,10.2,444.75,0
CUST_1459,23,Master,0.0,64.09,Mobile,0,8.4,492.69,1
CUST_1460,54,Bachelor,30.9,100.67,Tablet,1,19.9,1053.08,1
CUST_1461,35,High School,16.6,63.03,Desktop,0,29.6,394.77,0
CUST_1462,28,Master,3.0,53.19,Desktop,0,34.0,614.07,0
CUST_1463,37,PhD,15.4,110.99,Tablet,1,11.7,1171.03,1
CUST_1464,33,Master,11.0,73.57,Mobile,0,15.7,508.73,1
CUST_1465,32,Master,11.2,71.34,Mobile,0,15.0,497.19,0
CUST_1466,41,Bachelor,19.2,70.38,Mobile,1,11.3,983.1,1
CUST_1467,42,Bachelor,18.1,89.48,Mobile,1,13.7,852.68,1
CUST_1468,29,High School,13.0,50.37,Mobile,0,17.1,232.64,1
CUST_1469,29,Bachelor,6.7,72.33,Mobile,1,16.4,881.63,1
CUST_1470,32,Bachelor,9.9,61.53,Mobile,1,6.3,661.11,1
CUST_1471,18,Bachelor,0.0,34.34,Mobile,0,16.1,242.98,0
CUST_1472,19,Master,0.0,53.07,Mobile,0,11.7,384.56,0
CUST_1473,48,Bachelor,24.2,101.45,Mobile,1,12.4,1081.34,1
CUST_1474,51,High School,31.3,87.09,Tablet,1,18.4,1002.1,1
CUST_1475,32,High School,13.7,52.27,Desktop,0,27.2,639.45,1
CUST_1476,40,Bachelor,15.3,76.82,Tablet,0,24.0,940.86,1
CUST_1477,38,High School,21.2,74.17,Mobile,1,11.6,805.62,0
CUST_1478,65,Master,45.9,153.56,Mobile,1,6.4,1283.98,1
CUST_1479,46,Bachelor,23.6,102.07,Desktop,1,26.0,1097.81,1
CUST_1480,33,Bachelor,9.7,62.58,Mobile,0,12.9,340.8,0
CUST_1481,25,Bachelor,5.1,46.57,Mobile,1,18.1,722.36,1
CUST_1482,18,Master,0.0,58.69,Mobile,0,15.0,403.46,0
CUST_1483,37,Bachelor,18.7,83.74,Mobile,0,7.7,561.86,1
CUST_1484,27,Bachelor,6.4,51.81,Mobile,1,24.4,1260.19,1
CUST_1485,20,Bachelor,0.0,40.34,Mobile,0,13.3,269.91,0
CUST_1486,28,Bachelor,10.3,69.29,Desktop,0,34.4,694.65,0
CUST_1487,24,Master,0.8,63.05,Mobile,1,11.2,790.04,0
CUST_1488,51,Master,30.5,117.16,Mobile,1,14.7,1182.3,1
CUST_1489,43,Bachelor,21.6,80.81,Desktop,1,32.2,1176.66,1
CUST_1490,34,Master,14.6,86.44,Mobile,1,18.1,1189.16,1
CUST_1491,49,Master,30.1,108.79,Mobile,1,17.3,742.89,0
CUST_1492,35,Master,13.1,92.7,Desktop,1,,842.71,1
CUST_1493,26,Master,2.5,74.78,Mobile,1,10.4,771.25,1
CUST_1494,50,Bachelor,28.9,85.25,Mobile,1,9.1,1047.04,1
CUST_1495,40,Bachelor,16.6,70.44,Mobile,1,13.7,629.38,1
CUST_1496,24,Bachelor,6.0,46.83,Mobile,1,16.7,343.23,0
CUST_1497,33,Master,11.3,77.14,Desktop,1,26.9,1140.91,1
CUST_1498,26,High School,7.9,45.55,Desktop,1,33.3,1024.84,0
CUST_1499,21,Master,0.0,,Mobile,0,19.3,327.06,0
